	datasetoi	datasetor	goldstandardoi	goldstandardor	method	moduledef	ofinterest	ofreference	organismoi	runningtime	score	organismnetoi	organismnetor	weight
381	human_tcga	yeast_dream5	regcircuit	yeast_sisima#tc2	dummy		human_tcga#regcircuit	yeast_dream5#yeast_sisima#tc2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
382	human_tcga	yeast_dream5	regcircuit	yeast_sisima#tc3	dummy		human_tcga#regcircuit	yeast_dream5#yeast_sisima#tc3	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
383	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#ap1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#ap1	human	0.004721403121948242	0.04402076916477725	regcircuit	yeast	0.005050505050505051
384	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#ap2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#ap2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
385	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#ap3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#ap3	human	0.015473365783691406	0.03291920916525373	regcircuit	yeast	0.005050505050505051
386	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#mcl1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#mcl1	human	0.004987955093383789	0.03469237499851096	regcircuit	yeast	0.005050505050505051
387	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#mcl2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#mcl2	human	0.015473365783691406	0.03291920916525373	regcircuit	yeast	0.005050505050505051
388	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#mcl3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#mcl3	human	0.004987955093383789	0.03469237499851096	regcircuit	yeast	0.005050505050505051
389	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#minimal	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#minimal	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
390	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#strict	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#strict	human	0.015473365783691406	0.03291920916525373	regcircuit	yeast	0.005050505050505051
391	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#tc1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#tc1	human	0.004987955093383789	0.03469237499851096	regcircuit	yeast	0.005050505050505051
392	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#tc2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#tc2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
393	human_tcga	yeast_gpl2529	regcircuit	yeast_macisaac#tc3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_macisaac#tc3	human	0.004987955093383789	0.03469237499851096	regcircuit	yeast	0.005050505050505051
394	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#ap1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#ap1	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
395	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#ap2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#ap2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
396	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#ap3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#ap3	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
397	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#mcl1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#mcl1	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
398	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#mcl2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#mcl2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
399	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#mcl3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#mcl3	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
400	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#minimal	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#minimal	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
401	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#strict	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#strict	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
402	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#tc1	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#tc1	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
403	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#tc2	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#tc2	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
404	human_tcga	yeast_gpl2529	regcircuit	yeast_sisima#tc3	dummy		human_tcga#regcircuit	yeast_gpl2529#yeast_sisima#tc3	human	0.005642175674438477	0.007593775416340732	regcircuit	yeast	0.005050505050505051
406	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#ap1	yeast_macisaac#ap1	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	synth	0.0011739730834960938	1.1414534468891202	ecoli	yeast	0.018518518518518517
408	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#ap2	yeast_macisaac#ap2	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	synth	0.0011301040649414062	0.8140780844490073	ecoli	yeast	0.018518518518518517
410	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#ap3	yeast_macisaac#ap3	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	synth	0.0011739730834960938	1.115019050354412	ecoli	yeast	0.018518518518518517
412	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#mcl1	yeast_macisaac#mcl1	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	synth	0.0011739730834960938	1.1756006699180592	ecoli	yeast	0.018518518518518517
414	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#mcl2	yeast_macisaac#mcl2	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	synth	0.0011739730834960938	1.1006091155295452	ecoli	yeast	0.018518518518518517
416	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#mcl3	yeast_macisaac#mcl3	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	synth	0.0011739730834960938	1.1828640857694852	ecoli	yeast	0.018518518518518517
418	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#minimal	yeast_macisaac#minimal	dummy	minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	synth	0.0011301040649414062	0.6190943578882252	ecoli	yeast	0.16666666666666666
420	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#strict	yeast_macisaac#strict	dummy	strict	synth_ecoli_regulondb#ecoli_regulondb#strict	synth_yeast_macisaac#yeast_macisaac#strict	synth	0.001232147216796875	0.986224160262686	ecoli	yeast	0.16666666666666666
422	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#tc1	yeast_macisaac#tc1	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	synth	0.0011739730834960938	1.0279307699079665	ecoli	yeast	0.018518518518518517
424	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#tc2	yeast_macisaac#tc2	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	synth	0.0011301040649414062	0.4793823493712861	ecoli	yeast	0.018518518518518517
426	synth_ecoli_regulondb	synth_yeast_macisaac	ecoli_regulondb#tc3	yeast_macisaac#tc3	dummy	interconnected	synth_ecoli_regulondb#ecoli_regulondb#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	synth	0.0011739730834960938	1.0290844807565454	ecoli	yeast	0.018518518518518517
427	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#ap1	ecoli_regulondb#ap1	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#ap1	synth_ecoli_regulondb#ecoli_regulondb#ap1	synth	0.0014426708221435547	1.1833537630587454	yeast	ecoli	0.018518518518518517
429	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#ap2	ecoli_regulondb#ap2	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#ap2	synth_ecoli_regulondb#ecoli_regulondb#ap2	synth	0.0012965202331542967	0.9270625559979916	yeast	ecoli	0.018518518518518517
431	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#ap3	ecoli_regulondb#ap3	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#ap3	synth_ecoli_regulondb#ecoli_regulondb#ap3	synth	0.0014426708221435547	1.2266412621105578	yeast	ecoli	0.018518518518518517
433	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#mcl1	synth_ecoli_regulondb#ecoli_regulondb#mcl1	synth	0.0014426708221435547	1.1268464738078623	yeast	ecoli	0.018518518518518517
435	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	synth	0.0012869834899902346	0.9948135647817006	yeast	ecoli	0.018518518518518517
437	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	synth	0.0014426708221435547	1.1237473920417689	yeast	ecoli	0.018518518518518517
439	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#minimal	ecoli_regulondb#minimal	dummy	minimal	synth_yeast_macisaac#yeast_macisaac#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	synth	0.0012950897216796875	0.5246820848389966	yeast	ecoli	0.16666666666666666
441	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#strict	ecoli_regulondb#strict	dummy	strict	synth_yeast_macisaac#yeast_macisaac#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	synth	0.0012950897216796875	0.9596904585676884	yeast	ecoli	0.16666666666666666
443	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#tc1	ecoli_regulondb#tc1	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	synth	0.0014426708221435547	0.9515485741656552	yeast	ecoli	0.018518518518518517
445	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#tc2	ecoli_regulondb#tc2	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	synth	0.0012950897216796875	0.3651065852903467	yeast	ecoli	0.018518518518518517
447	synth_yeast_macisaac	synth_ecoli_regulondb	yeast_macisaac#tc3	ecoli_regulondb#tc3	dummy	interconnected	synth_yeast_macisaac#yeast_macisaac#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	synth	0.0014426708221435547	0.951790801585548	yeast	ecoli	0.018518518518518517
449	yeast_dream5	ecoli_colombos	yeast_macisaac#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_dream5#yeast_macisaac#ap1	ecoli_colombos#ecoli_regulondb#ap1	yeast	0.0025670528411865234	1.1016483792545566	yeast	ecoli	0.001851851851851852
450	yeast_dream5	ecoli_dream5	yeast_macisaac#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_dream5#yeast_macisaac#ap1	ecoli_dream5#ecoli_regulondb#ap1	yeast	0.0023806095123291016	1.1576196767885447	yeast	ecoli	0.001851851851851852
451	yeast_dream5	human_gtex	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap1	human_gtex#regcircuit	yeast	0.002483844757080078	1.21381171070171	yeast	regcircuit	0.001851851851851852
452	yeast_dream5	human_seek_gpl5175	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	1.21381171070171	yeast	regcircuit	0.001851851851851852
453	yeast_dream5	human_tcga	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap1	human_tcga#regcircuit	yeast	0.002483844757080078	1.21381171070171	yeast	regcircuit	0.001851851851851852
458	yeast_dream5	ecoli_colombos	yeast_macisaac#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_dream5#yeast_macisaac#ap2	ecoli_colombos#ecoli_regulondb#ap2	yeast	0.0024335384368896484	0.8887327182800484	yeast	ecoli	0.001851851851851852
459	yeast_dream5	ecoli_dream5	yeast_macisaac#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_dream5#yeast_macisaac#ap2	ecoli_dream5#ecoli_regulondb#ap2	yeast	0.0024335384368896484	0.8887327182800484	yeast	ecoli	0.001851851851851852
460	yeast_dream5	human_gtex	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap2	human_gtex#regcircuit	yeast	0.002483844757080078	0.11172334469925232	yeast	regcircuit	0.001851851851851852
461	yeast_dream5	human_seek_gpl5175	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.11172334469925232	yeast	regcircuit	0.001851851851851852
462	yeast_dream5	human_tcga	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap2	human_tcga#regcircuit	yeast	0.002483844757080078	0.11172334469925232	yeast	regcircuit	0.001851851851851852
467	yeast_dream5	ecoli_colombos	yeast_macisaac#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_dream5#yeast_macisaac#ap3	ecoli_colombos#ecoli_regulondb#ap3	yeast	0.0025670528411865234	1.095910436219538	yeast	ecoli	0.001851851851851852
468	yeast_dream5	ecoli_dream5	yeast_macisaac#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_dream5#yeast_macisaac#ap3	ecoli_dream5#ecoli_regulondb#ap3	yeast	0.0025670528411865234	1.095910436219538	yeast	ecoli	0.001851851851851852
469	yeast_dream5	human_gtex	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap3	human_gtex#regcircuit	yeast	0.002483844757080078	1.2555333648246207	yeast	regcircuit	0.001851851851851852
470	yeast_dream5	human_seek_gpl5175	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	1.2555333648246207	yeast	regcircuit	0.001851851851851852
471	yeast_dream5	human_tcga	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#ap3	human_tcga#regcircuit	yeast	0.002483844757080078	1.2555333648246207	yeast	regcircuit	0.001851851851851852
476	yeast_dream5	ecoli_colombos	yeast_macisaac#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	yeast	0.0025670528411865234	1.1390543261221855	yeast	ecoli	0.001851851851851852
477	yeast_dream5	ecoli_dream5	yeast_macisaac#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	yeast	0.0023806095123291016	1.1857359565466867	yeast	ecoli	0.001851851851851852
478	yeast_dream5	human_gtex	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl1	human_gtex#regcircuit	yeast	0.002483844757080078	1.0829819843788926	yeast	regcircuit	0.001851851851851852
479	yeast_dream5	human_seek_gpl5175	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	1.0829819843788926	yeast	regcircuit	0.001851851851851852
480	yeast_dream5	human_tcga	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl1	human_tcga#regcircuit	yeast	0.002483844757080078	1.0829819843788926	yeast	regcircuit	0.001851851851851852
485	yeast_dream5	ecoli_colombos	yeast_macisaac#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	yeast	0.0025670528411865234	1.1756107625779941	yeast	ecoli	0.001851851851851852
486	yeast_dream5	ecoli_dream5	yeast_macisaac#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	yeast	0.0025670528411865234	1.1756107625779941	yeast	ecoli	0.001851851851851852
487	yeast_dream5	human_gtex	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl2	human_gtex#regcircuit	yeast	0.002483844757080078	0.9310664298341612	yeast	regcircuit	0.001851851851851852
488	yeast_dream5	human_seek_gpl5175	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.9310664298341612	yeast	regcircuit	0.001851851851851852
489	yeast_dream5	human_tcga	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl2	human_tcga#regcircuit	yeast	0.002483844757080078	0.9310664298341612	yeast	regcircuit	0.001851851851851852
494	yeast_dream5	ecoli_colombos	yeast_macisaac#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	yeast	0.0025670528411865234	1.1427774311548085	yeast	ecoli	0.001851851851851852
495	yeast_dream5	ecoli_dream5	yeast_macisaac#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	yeast	0.0023806095123291016	1.1896436349700217	yeast	ecoli	0.001851851851851852
496	yeast_dream5	human_gtex	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl3	human_gtex#regcircuit	yeast	0.002483844757080078	1.086597234106043	yeast	regcircuit	0.001851851851851852
497	yeast_dream5	human_seek_gpl5175	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	1.086597234106043	yeast	regcircuit	0.001851851851851852
498	yeast_dream5	human_tcga	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#mcl3	human_tcga#regcircuit	yeast	0.002483844757080078	1.086597234106043	yeast	regcircuit	0.001851851851851852
503	yeast_dream5	ecoli_colombos	yeast_macisaac#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_dream5#yeast_macisaac#minimal	ecoli_colombos#ecoli_regulondb#minimal	yeast	0.0025670528411865234	0.6696740917374105	yeast	ecoli	0.016666666666666666
504	yeast_dream5	ecoli_dream5	yeast_macisaac#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_dream5#yeast_macisaac#minimal	ecoli_dream5#ecoli_regulondb#minimal	yeast	0.0023806095123291016	0.6232785640288075	yeast	ecoli	0.016666666666666666
505	yeast_dream5	human_gtex	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_macisaac#minimal	human_gtex#regcircuit	yeast	0.002483844757080078	0.5609225067945185	yeast	regcircuit	0.016666666666666666
506	yeast_dream5	human_seek_gpl5175	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_macisaac#minimal	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.5609225067945185	yeast	regcircuit	0.016666666666666666
507	yeast_dream5	human_tcga	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_macisaac#minimal	human_tcga#regcircuit	yeast	0.002483844757080078	0.5609225067945185	yeast	regcircuit	0.016666666666666666
512	yeast_dream5	ecoli_colombos	yeast_macisaac#strict	ecoli_regulondb#strict	dummy	strict	yeast_dream5#yeast_macisaac#strict	ecoli_colombos#ecoli_regulondb#strict	yeast	0.0025670528411865234	0.9390245567613178	yeast	ecoli	0.016666666666666666
513	yeast_dream5	ecoli_dream5	yeast_macisaac#strict	ecoli_regulondb#strict	dummy	strict	yeast_dream5#yeast_macisaac#strict	ecoli_dream5#ecoli_regulondb#strict	yeast	0.0025670528411865234	0.9390245567613178	yeast	ecoli	0.016666666666666666
514	yeast_dream5	human_gtex	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_dream5#yeast_macisaac#strict	human_gtex#regcircuit	yeast	0.002483844757080078	0.5302872246284831	yeast	regcircuit	0.016666666666666666
515	yeast_dream5	human_seek_gpl5175	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_dream5#yeast_macisaac#strict	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.5302872246284831	yeast	regcircuit	0.016666666666666666
516	yeast_dream5	human_tcga	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_dream5#yeast_macisaac#strict	human_tcga#regcircuit	yeast	0.002483844757080078	0.5302872246284831	yeast	regcircuit	0.016666666666666666
521	yeast_dream5	ecoli_colombos	yeast_macisaac#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_dream5#yeast_macisaac#tc1	ecoli_colombos#ecoli_regulondb#tc1	yeast	0.0025670528411865234	0.9457190573798036	yeast	ecoli	0.001851851851851852
522	yeast_dream5	ecoli_dream5	yeast_macisaac#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_dream5#yeast_macisaac#tc1	ecoli_dream5#ecoli_regulondb#tc1	yeast	0.0025670528411865234	0.9457190573798036	yeast	ecoli	0.001851851851851852
523	yeast_dream5	human_gtex	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc1	human_gtex#regcircuit	yeast	0.002483844757080078	0.938208509652091	yeast	regcircuit	0.001851851851851852
524	yeast_dream5	human_seek_gpl5175	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.938208509652091	yeast	regcircuit	0.001851851851851852
525	yeast_dream5	human_tcga	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc1	human_tcga#regcircuit	yeast	0.002483844757080078	0.938208509652091	yeast	regcircuit	0.001851851851851852
530	yeast_dream5	ecoli_colombos	yeast_macisaac#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_dream5#yeast_macisaac#tc2	ecoli_colombos#ecoli_regulondb#tc2	yeast	0.0024335384368896484	0.4948576247367049	yeast	ecoli	0.001851851851851852
531	yeast_dream5	ecoli_dream5	yeast_macisaac#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_dream5#yeast_macisaac#tc2	ecoli_dream5#ecoli_regulondb#tc2	yeast	0.0023806095123291016	0.3825039814333617	yeast	ecoli	0.001851851851851852
532	yeast_dream5	human_gtex	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc2	human_gtex#regcircuit	yeast	0.002483844757080078	0.3187149498892893	yeast	regcircuit	0.001851851851851852
533	yeast_dream5	human_seek_gpl5175	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.3187149498892893	yeast	regcircuit	0.001851851851851852
534	yeast_dream5	human_tcga	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc2	human_tcga#regcircuit	yeast	0.002483844757080078	0.3187149498892893	yeast	regcircuit	0.001851851851851852
539	yeast_dream5	ecoli_colombos	yeast_macisaac#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_dream5#yeast_macisaac#tc3	ecoli_colombos#ecoli_regulondb#tc3	yeast	0.0025670528411865234	0.9509280200741514	yeast	ecoli	0.001851851851851852
540	yeast_dream5	ecoli_dream5	yeast_macisaac#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_dream5#yeast_macisaac#tc3	ecoli_dream5#ecoli_regulondb#tc3	yeast	0.0025670528411865234	0.9509280200741514	yeast	ecoli	0.001851851851851852
541	yeast_dream5	human_gtex	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc3	human_gtex#regcircuit	yeast	0.002483844757080078	0.9433696453741556	yeast	regcircuit	0.001851851851851852
542	yeast_dream5	human_seek_gpl5175	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.9433696453741556	yeast	regcircuit	0.001851851851851852
543	yeast_dream5	human_tcga	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_macisaac#tc3	human_tcga#regcircuit	yeast	0.002483844757080078	0.9433696453741556	yeast	regcircuit	0.001851851851851852
548	yeast_dream5	ecoli_colombos	yeast_sisima#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_dream5#yeast_sisima#ap1	ecoli_colombos#ecoli_regulondb#ap1	yeast	0.0025670528411865234	0.7811039518827918	yeast	ecoli	0.001851851851851852
549	yeast_dream5	ecoli_dream5	yeast_sisima#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_dream5#yeast_sisima#ap1	ecoli_dream5#ecoli_regulondb#ap1	yeast	0.0023806095123291016	0.5438261071529353	yeast	ecoli	0.001851851851851852
550	yeast_dream5	human_gtex	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap1	human_gtex#regcircuit	yeast	0.002483844757080078	0.4771465714452303	yeast	regcircuit	0.001851851851851852
551	yeast_dream5	human_seek_gpl5175	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.4771465714452303	yeast	regcircuit	0.001851851851851852
552	yeast_dream5	human_tcga	yeast_sisima#ap1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap1	human_tcga#regcircuit	yeast	0.002483844757080078	0.4771465714452303	yeast	regcircuit	0.001851851851851852
